order_id,order_date,session_id,customer_id,city,category,channel,experiment_group,order_value,discount_pct,delivery_days
O001718,2026-04-01,S0031512,C04671,Mumbai,Beauty,Organic,free_shipping_nudge,1357,5,6
O001719,2026-04-01,S0031524,C01920,Pune,Footwear,Organic,free_shipping_nudge,3326,20,6
O001720,2026-04-01,S0031548,C01947,Hyderabad,Women Ethnic,Push,control,1324,10,1
O001721,2026-04-01,S0031561,C03465,Jaipur,Women Ethnic,Influencer,free_shipping_nudge,1418,0,1
O001722,2026-04-01,S0031617,C04541,Hyderabad,Kids,Affiliate,free_shipping_nudge,1334,20,6
O001723,2026-04-01,S0031618,C03727,Bengaluru,Footwear,Influencer,free_shipping_nudge,2304,15,2
O001724,2026-04-01,S0031643,C00496,Bengaluru,Women Ethnic,Affiliate,free_shipping_nudge,1036,10,4
O001725,2026-04-02,S0031708,C03971,Pune,Men Casual,Affiliate,free_shipping_nudge,1738,5,6
O001726,2026-04-02,S0031711,C01552,Mumbai,Footwear,Organic,control,2900,15,6
O001727,2026-04-02,S0031735,C03572,Indore,Footwear,Push,control,2384,25,1
O001728,2026-04-02,S0031736,C03857,Mumbai,Men Casual,Organic,free_shipping_nudge,2141,5,1
O001729,2026-04-02,S0031762,C01697,Bengaluru,Footwear,Paid Search,control,2374,30,2
O001730,2026-04-02,S0031765,C03718,Indore,Beauty,Organic,free_shipping_nudge,1097,20,5
O001731,2026-04-02,S0031767,C00479,Hyderabad,Men Casual,Organic,free_shipping_nudge,2458,0,6
O001732,2026-04-02,S0031770,C01557,Bengaluru,Footwear,Influencer,control,2033,30,5
O001733,2026-04-02,S0031773,C02792,Indore,Women Ethnic,Organic,control,1105,5,6
O001734,2026-04-02,S0031786,C04337,Pune,Kids,Organic,free_shipping_nudge,618,5,3
O001735,2026-04-02,S0031789,C03923,Indore,Women Ethnic,Organic,control,2223,20,2
O001736,2026-04-02,S0031800,C01598,Lucknow,Kids,Push,free_shipping_nudge,641,0,5
O001737,2026-04-02,S0031834,C01682,Bengaluru,Women Ethnic,Paid Search,control,1775,15,4
O001738,2026-04-02,S0031839,C04876,Bengaluru,Men Casual,Organic,free_shipping_nudge,1628,0,2
O001739,2026-04-02,S0031857,C02952,Bengaluru,Kids,Influencer,control,943,0,4
O001740,2026-04-02,S0031862,C02120,Hyderabad,Women Ethnic,Push,free_shipping_nudge,2496,10,6
O001741,2026-04-02,S0031876,C03713,Bengaluru,Beauty,Organic,control,1026,5,6
O001742,2026-04-02,S0031888,C01374,Mumbai,Women Ethnic,Influencer,control,2153,25,1
O001743,2026-04-02,S0031890,C03767,Hyderabad,Beauty,Paid Search,control,605,0,6
O001744,2026-04-02,S0031892,C03777,Bengaluru,Women Ethnic,Organic,free_shipping_nudge,1479,30,2
O001745,2026-04-02,S0031923,C00602,Hyderabad,Footwear,Paid Search,free_shipping_nudge,3319,5,5
O001746,2026-04-03,S0031951,C03685,Bengaluru,Kids,Affiliate,free_shipping_nudge,1305,0,2
O001747,2026-04-03,S0031952,C02815,Lucknow,Men Casual,Push,control,2583,0,3
O001748,2026-04-03,S0031967,C04158,Delhi NCR,Women Ethnic,Organic,free_shipping_nudge,2109,15,3
O001749,2026-04-03,S0032013,C03439,Lucknow,Men Casual,Paid Search,control,1965,30,5
O001750,2026-04-03,S0032016,C01469,Hyderabad,Women Ethnic,Organic,free_shipping_nudge,1460,25,2
O001751,2026-04-03,S0032029,C01054,Mumbai,Women Ethnic,Organic,free_shipping_nudge,2582,0,6
O001752,2026-04-03,S0032050,C01473,Mumbai,Women Ethnic,Influencer,control,1949,15,3
O001753,2026-04-03,S0032101,C00830,Hyderabad,Men Casual,Influencer,control,2443,5,2
O001754,2026-04-03,S0032143,C04605,Indore,Beauty,Affiliate,control,459,30,6
O001755,2026-04-03,S0032209,C02285,Delhi NCR,Men Casual,Paid Search,free_shipping_nudge,1703,30,6
O001756,2026-04-03,S0032212,C03548,Delhi NCR,Women Ethnic,Organic,free_shipping_nudge,2056,10,3
O001757,2026-04-03,S0032221,C03148,Bengaluru,Women Ethnic,Push,free_shipping_nudge,2128,30,5
O001758,2026-04-03,S0032222,C03601,Bengaluru,Kids,Push,free_shipping_nudge,990,10,6
O001759,2026-04-03,S0032234,C01923,Bengaluru,Beauty,Organic,control,1123,15,2
O001760,2026-04-03,S0032236,C00651,Pune,Women Ethnic,Push,free_shipping_nudge,2960,30,3
O001761,2026-04-03,S0032260,C04240,Delhi NCR,Beauty,Influencer,free_shipping_nudge,633,25,5
O001762,2026-04-03,S0032268,C00043,Indore,Men Casual,Influencer,control,2050,10,2
O001763,2026-04-03,S0032284,C03936,Indore,Kids,Influencer,control,1135,5,5
O001764,2026-04-04,S0032309,C03348,Mumbai,Men Casual,Organic,free_shipping_nudge,1367,10,3
O001765,2026-04-04,S0032342,C00075,Jaipur,Women Ethnic,Influencer,free_shipping_nudge,1883,5,1
O001766,2026-04-04,S0032367,C04661,Indore,Footwear,Organic,free_shipping_nudge,2616,20,2
O001767,2026-04-04,S0032402,C04314,Indore,Footwear,Affiliate,control,2713,30,1
O001768,2026-04-04,S0032403,C01906,Delhi NCR,Beauty,Organic,control,1009,25,5
O001769,2026-04-04,S0032430,C00437,Bengaluru,Beauty,Push,free_shipping_nudge,1108,25,3
O001770,2026-04-04,S0032459,C01340,Pune,Women Ethnic,Organic,control,1743,0,3
O001771,2026-04-04,S0032471,C03562,Pune,Beauty,Organic,control,701,0,5
O001772,2026-04-04,S0032500,C04225,Hyderabad,Men Casual,Affiliate,control,1510,0,3
O001773,2026-04-04,S0032506,C03624,Mumbai,Men Casual,Organic,control,1702,0,6
O001774,2026-04-04,S0032522,C04104,Pune,Men Casual,Influencer,free_shipping_nudge,1284,20,3
O001775,2026-04-04,S0032525,C05096,Pune,Beauty,Paid Search,control,848,10,6
O001776,2026-04-04,S0032538,C02220,Mumbai,Men Casual,Organic,free_shipping_nudge,1376,15,4
O001777,2026-04-04,S0032539,C00199,Hyderabad,Women Ethnic,Paid Search,control,1360,20,3
O001778,2026-04-04,S0032543,C03527,Pune,Women Ethnic,Push,control,806,20,4
O001779,2026-04-04,S0032572,C01507,Hyderabad,Men Casual,Paid Search,free_shipping_nudge,423,20,1
O001780,2026-04-04,S0032591,C02420,Mumbai,Men Casual,Organic,free_shipping_nudge,1474,10,3
O001781,2026-04-04,S0032592,C01698,Hyderabad,Footwear,Organic,control,2695,25,5
O001782,2026-04-04,S0032607,C01087,Jaipur,Women Ethnic,Influencer,free_shipping_nudge,1785,15,5
O001783,2026-04-04,S0032613,C05120,Delhi NCR,Beauty,Paid Search,control,916,25,5
O001784,2026-04-04,S0032656,C00968,Hyderabad,Footwear,Organic,free_shipping_nudge,1332,15,2
O001785,2026-04-05,S0032694,C03807,Lucknow,Women Ethnic,Organic,free_shipping_nudge,1252,10,2
O001786,2026-04-05,S0032696,C02930,Indore,Women Ethnic,Paid Search,control,1628,20,1
O001787,2026-04-05,S0032701,C02325,Mumbai,Men Casual,Paid Search,free_shipping_nudge,1491,30,5
O001788,2026-04-05,S0032711,C01742,Mumbai,Women Ethnic,Push,control,627,10,5
O001789,2026-04-05,S0032725,C01169,Pune,Men Casual,Push,control,1496,30,5
O001790,2026-04-05,S0032744,C01170,Mumbai,Kids,Organic,free_shipping_nudge,1153,25,5
O001791,2026-04-05,S0032753,C02748,Pune,Footwear,Push,control,2195,20,2
O001792,2026-04-05,S0032786,C02436,Bengaluru,Beauty,Affiliate,free_shipping_nudge,669,10,2
O001793,2026-04-05,S0032814,C04635,Bengaluru,Beauty,Organic,free_shipping_nudge,996,5,5
O001794,2026-04-05,S0032820,C03871,Bengaluru,Beauty,Push,control,1287,0,4
O001795,2026-04-05,S0032840,C04320,Delhi NCR,Beauty,Paid Search,control,1072,20,1
O001796,2026-04-05,S0032845,C05175,Mumbai,Beauty,Organic,control,1087,5,6
O001797,2026-04-05,S0032871,C03666,Bengaluru,Footwear,Affiliate,free_shipping_nudge,1752,15,1
O001798,2026-04-05,S0032878,C04768,Mumbai,Men Casual,Organic,free_shipping_nudge,1852,15,1
O001799,2026-04-05,S0032881,C02840,Lucknow,Men Casual,Push,control,1917,30,4
O001800,2026-04-05,S0032899,C00203,Bengaluru,Women Ethnic,Organic,free_shipping_nudge,1411,25,3
O001801,2026-04-05,S0032922,C05023,Mumbai,Men Casual,Organic,free_shipping_nudge,1453,25,3
O001802,2026-04-05,S0032925,C01838,Mumbai,Kids,Organic,control,789,30,2
O001803,2026-04-05,S0032947,C00441,Mumbai,Men Casual,Influencer,control,1478,30,5
O001804,2026-04-05,S0032975,C03367,Bengaluru,Women Ethnic,Influencer,control,2223,15,2
O001805,2026-04-05,S0032990,C02521,Indore,Beauty,Push,free_shipping_nudge,1040,30,5
O001806,2026-04-05,S0032994,C03350,Pune,Men Casual,Paid Search,control,2064,10,6
O001807,2026-04-05,S0032997,C00548,Pune,Men Casual,Paid Search,control,1108,25,1
O001808,2026-04-05,S0033006,C01992,Pune,Men Casual,Influencer,control,2280,15,3
O001809,2026-04-05,S0033033,C05054,Pune,Men Casual,Organic,free_shipping_nudge,1333,5,2
O001810,2026-04-05,S0033035,C04310,Delhi NCR,Kids,Organic,free_shipping_nudge,1505,0,5
O001811,2026-04-05,S0033037,C03773,Delhi NCR,Footwear,Push,control,2714,25,3
O001812,2026-04-06,S0033049,C01523,Bengaluru,Beauty,Affiliate,free_shipping_nudge,683,20,6
O001813,2026-04-06,S0033097,C04859,Hyderabad,Beauty,Organic,control,688,0,6
O001814,2026-04-06,S0033098,C00164,Lucknow,Footwear,Paid Search,free_shipping_nudge,1298,20,4
O001815,2026-04-06,S0033120,C04750,Delhi NCR,Footwear,Paid Search,control,1247,10,3
O001816,2026-04-06,S0033153,C01706,Bengaluru,Footwear,Paid Search,control,2574,10,6
O001817,2026-04-06,S0033170,C04053,Hyderabad,Women Ethnic,Influencer,free_shipping_nudge,1229,20,2
O001818,2026-04-06,S0033180,C02157,Bengaluru,Men Casual,Organic,free_shipping_nudge,1029,5,5
O001819,2026-04-06,S0033193,C02366,Indore,Kids,Paid Search,free_shipping_nudge,410,25,5
O001820,2026-04-06,S0033204,C01445,Pune,Beauty,Affiliate,free_shipping_nudge,930,25,3
O001821,2026-04-06,S0033232,C03385,Mumbai,Women Ethnic,Affiliate,free_shipping_nudge,1723,0,3
O001822,2026-04-06,S0033234,C01161,Delhi NCR,Women Ethnic,Push,free_shipping_nudge,2462,5,4
O001823,2026-04-06,S0033297,C02702,Delhi NCR,Footwear,Organic,free_shipping_nudge,2224,25,3
O001824,2026-04-07,S0033315,C03456,Mumbai,Footwear,Organic,control,2734,10,1
O001825,2026-04-07,S0033355,C02068,Hyderabad,Women Ethnic,Organic,control,1785,15,4
O001826,2026-04-07,S0033357,C01854,Mumbai,Footwear,Influencer,free_shipping_nudge,2135,25,6
O001827,2026-04-07,S0033380,C02219,Delhi NCR,Footwear,Influencer,control,2439,15,4
O001828,2026-04-07,S0033394,C03282,Delhi NCR,Women Ethnic,Paid Search,control,1573,15,4
O001829,2026-04-07,S0033396,C04343,Mumbai,Women Ethnic,Influencer,control,2147,25,2
O001830,2026-04-07,S0033449,C04187,Delhi NCR,Women Ethnic,Push,free_shipping_nudge,2782,5,3
O001831,2026-04-07,S0033452,C05124,Hyderabad,Beauty,Paid Search,control,316,30,6
O001832,2026-04-07,S0033463,C00078,Bengaluru,Beauty,Affiliate,control,1274,0,3
O001833,2026-04-07,S0033527,C04084,Delhi NCR,Women Ethnic,Paid Search,control,936,30,5
O001834,2026-04-07,S0033548,C03268,Delhi NCR,Men Casual,Organic,free_shipping_nudge,1666,5,1
O001835,2026-04-07,S0033567,C04993,Lucknow,Women Ethnic,Paid Search,free_shipping_nudge,2215,0,3
O001836,2026-04-07,S0033595,C01948,Bengaluru,Men Casual,Paid Search,control,1728,10,1
O001837,2026-04-07,S0033598,C04392,Delhi NCR,Beauty,Paid Search,control,517,25,6
O001838,2026-04-07,S0033603,C02393,Hyderabad,Men Casual,Organic,control,2403,0,1
O001839,2026-04-07,S0033611,C02130,Hyderabad,Women Ethnic,Organic,free_shipping_nudge,1708,25,1
O001840,2026-04-07,S0033639,C02716,Hyderabad,Men Casual,Paid Search,control,1657,25,4
O001841,2026-04-07,S0033646,C04750,Delhi NCR,Footwear,Organic,control,3807,20,4
O001842,2026-04-08,S0033666,C04536,Pune,Kids,Organic,control,1265,15,4
O001843,2026-04-08,S0033739,C03671,Bengaluru,Beauty,Affiliate,free_shipping_nudge,979,0,4
O001844,2026-04-08,S0033789,C00511,Jaipur,Women Ethnic,Organic,control,1960,0,5
O001845,2026-04-08,S0033795,C00161,Lucknow,Men Casual,Push,free_shipping_nudge,1318,20,6
O001846,2026-04-08,S0033800,C04820,Bengaluru,Women Ethnic,Organic,free_shipping_nudge,1873,30,5
O001847,2026-04-08,S0033804,C00105,Delhi NCR,Beauty,Paid Search,control,787,0,6
O001848,2026-04-08,S0033828,C05011,Delhi NCR,Kids,Push,control,1062,10,5
O001849,2026-04-08,S0033830,C02634,Bengaluru,Women Ethnic,Affiliate,control,1682,15,3
O001850,2026-04-08,S0033833,C02625,Bengaluru,Men Casual,Organic,free_shipping_nudge,1659,5,6
O001851,2026-04-08,S0033836,C04756,Delhi NCR,Beauty,Paid Search,free_shipping_nudge,861,10,5
O001852,2026-04-08,S0033851,C04142,Delhi NCR,Women Ethnic,Organic,control,2475,0,1
O001853,2026-04-08,S0033855,C05133,Jaipur,Men Casual,Push,free_shipping_nudge,1896,0,6
O001854,2026-04-08,S0033877,C04071,Jaipur,Beauty,Paid Search,free_shipping_nudge,885,5,5
O001855,2026-04-08,S0033882,C01917,Delhi NCR,Women Ethnic,Organic,control,1471,5,2
O001856,2026-04-08,S0033883,C02424,Pune,Men Casual,Push,free_shipping_nudge,1262,30,1
O001857,2026-04-08,S0033909,C05141,Pune,Beauty,Paid Search,control,632,20,5
O001858,2026-04-08,S0033925,C02149,Delhi NCR,Men Casual,Push,free_shipping_nudge,1976,10,6
O001859,2026-04-08,S0033969,C00076,Bengaluru,Men Casual,Organic,control,1114,0,4
O001860,2026-04-09,S0033982,C05121,Delhi NCR,Kids,Organic,free_shipping_nudge,1153,25,2
O001861,2026-04-09,S0034001,C02518,Delhi NCR,Beauty,Influencer,free_shipping_nudge,998,20,6
O001862,2026-04-09,S0034002,C04121,Delhi NCR,Men Casual,Organic,free_shipping_nudge,2572,5,3
O001863,2026-04-09,S0034007,C01389,Mumbai,Men Casual,Push,control,1185,5,3
O001864,2026-04-09,S0034009,C01830,Delhi NCR,Men Casual,Organic,control,1648,0,2
O001865,2026-04-09,S0034014,C03772,Bengaluru,Kids,Organic,free_shipping_nudge,1311,30,6
O001866,2026-04-09,S0034043,C03439,Lucknow,Beauty,Organic,free_shipping_nudge,1094,15,2
O001867,2026-04-09,S0034052,C02078,Mumbai,Women Ethnic,Paid Search,control,2259,5,2
O001868,2026-04-09,S0034081,C00590,Jaipur,Beauty,Organic,free_shipping_nudge,308,25,2
O001869,2026-04-09,S0034089,C03236,Hyderabad,Footwear,Influencer,control,1586,15,6
O001870,2026-04-09,S0034094,C02461,Mumbai,Beauty,Paid Search,control,798,10,6
O001871,2026-04-09,S0034128,C01515,Indore,Men Casual,Paid Search,free_shipping_nudge,1703,15,2
O001872,2026-04-09,S0034135,C02902,Indore,Beauty,Organic,control,1569,30,5
O001873,2026-04-09,S0034140,C05045,Jaipur,Kids,Paid Search,control,441,25,6
O001874,2026-04-09,S0034149,C03870,Delhi NCR,Beauty,Affiliate,control,595,0,2
O001875,2026-04-09,S0034157,C02410,Indore,Women Ethnic,Push,free_shipping_nudge,1912,25,3
O001876,2026-04-09,S0034201,C00616,Mumbai,Beauty,Organic,control,978,10,3
O001877,2026-04-09,S0034211,C01447,Hyderabad,Men Casual,Paid Search,control,1486,5,6
O001878,2026-04-09,S0034212,C00046,Bengaluru,Beauty,Affiliate,free_shipping_nudge,1058,0,3
O001879,2026-04-09,S0034230,C00892,Lucknow,Men Casual,Organic,control,1406,25,2
O001880,2026-04-09,S0034234,C04292,Pune,Beauty,Organic,control,540,10,4
O001881,2026-04-09,S0034243,C01744,Hyderabad,Women Ethnic,Organic,control,2317,30,2
O001882,2026-04-09,S0034254,C04981,Mumbai,Footwear,Organic,free_shipping_nudge,2088,5,4
O001883,2026-04-10,S0034263,C03386,Hyderabad,Women Ethnic,Paid Search,free_shipping_nudge,2103,30,2
O001884,2026-04-10,S0034265,C03335,Bengaluru,Beauty,Push,free_shipping_nudge,906,25,1
O001885,2026-04-10,S0034266,C02940,Bengaluru,Women Ethnic,Affiliate,free_shipping_nudge,1930,0,3
O001886,2026-04-10,S0034271,C00178,Delhi NCR,Men Casual,Organic,free_shipping_nudge,1644,20,5
O001887,2026-04-10,S0034289,C04026,Bengaluru,Women Ethnic,Push,free_shipping_nudge,2081,5,2
O001888,2026-04-10,S0034332,C04734,Delhi NCR,Women Ethnic,Push,control,3092,0,3
O001889,2026-04-10,S0034374,C05040,Delhi NCR,Footwear,Push,free_shipping_nudge,1634,30,3
O001890,2026-04-10,S0034378,C04646,Indore,Beauty,Paid Search,free_shipping_nudge,674,5,3
O001891,2026-04-10,S0034386,C00701,Pune,Men Casual,Organic,control,672,10,4
O001892,2026-04-10,S0034398,C00901,Indore,Men Casual,Affiliate,free_shipping_nudge,1390,15,4
O001893,2026-04-10,S0034406,C00273,Mumbai,Women Ethnic,Push,free_shipping_nudge,1164,5,5
O001894,2026-04-10,S0034416,C02402,Delhi NCR,Men Casual,Organic,control,1811,15,4
O001895,2026-04-10,S0034430,C05020,Bengaluru,Footwear,Organic,control,2465,20,5
O001896,2026-04-10,S0034443,C00996,Bengaluru,Women Ethnic,Push,free_shipping_nudge,719,5,6
O001897,2026-04-10,S0034448,C05156,Lucknow,Beauty,Paid Search,free_shipping_nudge,902,0,4
O001898,2026-04-10,S0034450,C05078,Delhi NCR,Footwear,Paid Search,control,2287,15,4
O001899,2026-04-10,S0034471,C02265,Mumbai,Beauty,Influencer,control,1206,30,5
O001900,2026-04-10,S0034480,C04923,Mumbai,Footwear,Push,control,2498,30,5
O001901,2026-04-10,S0034494,C00174,Delhi NCR,Men Casual,Push,control,1717,20,3
O001902,2026-04-10,S0034498,C03965,Indore,Beauty,Paid Search,free_shipping_nudge,988,0,6
O001903,2026-04-10,S0034559,C04257,Lucknow,Footwear,Push,control,1521,15,4
O001904,2026-04-10,S0034569,C03024,Indore,Men Casual,Organic,free_shipping_nudge,1942,30,2
O001905,2026-04-10,S0034575,C02756,Bengaluru,Men Casual,Paid Search,free_shipping_nudge,1660,15,3
O001906,2026-04-10,S0034583,C00388,Bengaluru,Women Ethnic,Paid Search,control,1825,0,5
O001907,2026-04-10,S0034587,C04179,Bengaluru,Kids,Push,control,1693,20,6
O001908,2026-04-11,S0034607,C00442,Bengaluru,Footwear,Affiliate,free_shipping_nudge,2050,5,3
O001909,2026-04-11,S0034639,C00675,Indore,Men Casual,Organic,control,1724,25,2
O001910,2026-04-11,S0034652,C01093,Pune,Men Casual,Affiliate,free_shipping_nudge,1839,5,2
O001911,2026-04-11,S0034657,C05145,Pune,Footwear,Influencer,control,3169,10,1
O001912,2026-04-11,S0034738,C01322,Bengaluru,Men Casual,Organic,control,2202,10,1
O001913,2026-04-11,S0034764,C02848,Pune,Beauty,Paid Search,free_shipping_nudge,1158,5,5
O001914,2026-04-11,S0034812,C02044,Indore,Kids,Paid Search,control,1295,5,2
O001915,2026-04-11,S0034814,C04328,Bengaluru,Footwear,Influencer,free_shipping_nudge,2101,0,6
O001916,2026-04-11,S0034850,C04798,Hyderabad,Beauty,Organic,control,768,25,1
O001917,2026-04-11,S0034890,C03455,Delhi NCR,Women Ethnic,Influencer,control,2951,15,6
O001918,2026-04-11,S0034898,C01401,Mumbai,Men Casual,Organic,control,1444,5,1
O001919,2026-04-11,S0034903,C05083,Mumbai,Women Ethnic,Affiliate,free_shipping_nudge,1038,0,5
O001920,2026-04-11,S0034904,C02420,Mumbai,Beauty,Paid Search,free_shipping_nudge,986,0,3
O001921,2026-04-11,S0034926,C04361,Bengaluru,Footwear,Influencer,free_shipping_nudge,3070,5,6
O001922,2026-04-11,S0034944,C04875,Delhi NCR,Men Casual,Push,control,1999,20,5
O001923,2026-04-11,S0034946,C05100,Hyderabad,Men Casual,Paid Search,free_shipping_nudge,412,5,6
O001924,2026-04-11,S0034950,C00262,Bengaluru,Men Casual,Organic,free_shipping_nudge,968,30,6
O001925,2026-04-12,S0034978,C04401,Bengaluru,Footwear,Paid Search,free_shipping_nudge,2273,20,5
O001926,2026-04-12,S0035016,C01288,Mumbai,Footwear,Push,free_shipping_nudge,3019,5,1
O001927,2026-04-12,S0035026,C02230,Lucknow,Beauty,Affiliate,control,1057,10,3
O001928,2026-04-12,S0035027,C03701,Bengaluru,Women Ethnic,Push,free_shipping_nudge,2073,5,3
O001929,2026-04-12,S0035031,C00176,Pune,Men Casual,Paid Search,free_shipping_nudge,1479,0,3
O001930,2026-04-12,S0035037,C02961,Bengaluru,Kids,Push,free_shipping_nudge,563,5,2
O001931,2026-04-12,S0035038,C01425,Hyderabad,Women Ethnic,Affiliate,free_shipping_nudge,1540,10,3
O001932,2026-04-12,S0035070,C03005,Indore,Beauty,Influencer,free_shipping_nudge,298,10,6
O001933,2026-04-12,S0035084,C02007,Bengaluru,Beauty,Push,control,524,15,4
O001934,2026-04-12,S0035086,C02464,Bengaluru,Women Ethnic,Affiliate,control,1090,20,5
O001935,2026-04-12,S0035096,C04435,Pune,Men Casual,Organic,free_shipping_nudge,2018,10,6
O001936,2026-04-12,S0035108,C01594,Indore,Men Casual,Affiliate,control,1687,20,3
O001937,2026-04-12,S0035158,C00626,Mumbai,Men Casual,Paid Search,free_shipping_nudge,2289,0,6
O001938,2026-04-12,S0035163,C03416,Indore,Women Ethnic,Paid Search,free_shipping_nudge,1402,10,2
O001939,2026-04-12,S0035179,C05114,Jaipur,Men Casual,Organic,control,1192,0,1
O001940,2026-04-12,S0035188,C02331,Pune,Women Ethnic,Organic,free_shipping_nudge,1372,15,6
O001941,2026-04-12,S0035204,C04999,Lucknow,Beauty,Paid Search,control,804,25,6
O001942,2026-04-12,S0035231,C00950,Bengaluru,Women Ethnic,Organic,free_shipping_nudge,2269,20,2
O001943,2026-04-12,S0035258,C04004,Bengaluru,Beauty,Organic,free_shipping_nudge,1250,30,4
O001944,2026-04-12,S0035274,C03846,Bengaluru,Footwear,Paid Search,free_shipping_nudge,2212,25,4
O001945,2026-04-12,S0035297,C03883,Delhi NCR,Women Ethnic,Push,free_shipping_nudge,1717,10,4
O001946,2026-04-12,S0035301,C00628,Mumbai,Women Ethnic,Organic,control,1612,15,2
O001947,2026-04-12,S0035303,C01184,Delhi NCR,Women Ethnic,Organic,control,1661,0,3
O001948,2026-04-12,S0035314,C03919,Delhi NCR,Women Ethnic,Affiliate,control,989,25,2
O001949,2026-04-12,S0035323,C02473,Bengaluru,Beauty,Influencer,control,663,20,5
O001950,2026-04-12,S0035329,C01869,Bengaluru,Beauty,Influencer,free_shipping_nudge,1027,25,2
O001951,2026-04-12,S0035334,C01529,Mumbai,Men Casual,Affiliate,free_shipping_nudge,1526,10,6
O001952,2026-04-12,S0035335,C03160,Bengaluru,Footwear,Push,control,1825,0,2
O001953,2026-04-13,S0035373,C04170,Mumbai,Men Casual,Organic,free_shipping_nudge,1725,30,6
O001954,2026-04-13,S0035376,C01879,Jaipur,Beauty,Paid Search,control,878,5,2
O001955,2026-04-13,S0035390,C04332,Bengaluru,Women Ethnic,Organic,free_shipping_nudge,1696,15,4
O001956,2026-04-13,S0035398,C01935,Mumbai,Men Casual,Organic,free_shipping_nudge,2015,15,2
O001957,2026-04-13,S0035418,C03844,Pune,Women Ethnic,Organic,control,2953,20,3
O001958,2026-04-13,S0035423,C02963,Bengaluru,Footwear,Paid Search,free_shipping_nudge,2852,30,2
O001959,2026-04-13,S0035424,C00793,Delhi NCR,Beauty,Affiliate,control,803,20,3
O001960,2026-04-13,S0035425,C04861,Jaipur,Women Ethnic,Paid Search,free_shipping_nudge,990,25,4
O001961,2026-04-13,S0035474,C04192,Delhi NCR,Footwear,Organic,control,1873,0,3
O001962,2026-04-13,S0035478,C02477,Lucknow,Beauty,Organic,control,641,0,1
O001963,2026-04-13,S0035482,C01685,Pune,Women Ethnic,Affiliate,free_shipping_nudge,1987,0,4
O001964,2026-04-13,S0035487,C04997,Bengaluru,Beauty,Influencer,free_shipping_nudge,702,0,6
O001965,2026-04-13,S0035528,C00685,Mumbai,Women Ethnic,Influencer,free_shipping_nudge,2035,30,2
O001966,2026-04-13,S0035547,C01406,Delhi NCR,Men Casual,Organic,free_shipping_nudge,2539,20,4
O001967,2026-04-13,S0035548,C01640,Lucknow,Beauty,Organic,free_shipping_nudge,1287,25,3
O001968,2026-04-13,S0035557,C03310,Delhi NCR,Women Ethnic,Paid Search,free_shipping_nudge,2023,10,6
O001969,2026-04-13,S0035570,C05006,Lucknow,Kids,Influencer,control,1167,20,2
O001970,2026-04-14,S0035578,C04102,Pune,Kids,Affiliate,control,1260,30,6
O001971,2026-04-14,S0035579,C00795,Bengaluru,Women Ethnic,Paid Search,control,1730,5,4
O001972,2026-04-14,S0035598,C03956,Bengaluru,Men Casual,Organic,free_shipping_nudge,1448,5,1
O001973,2026-04-14,S0035604,C03304,Hyderabad,Men Casual,Influencer,free_shipping_nudge,1992,0,5
O001974,2026-04-14,S0035650,C00981,Bengaluru,Kids,Organic,free_shipping_nudge,1418,5,5
O001975,2026-04-14,S0035691,C04715,Delhi NCR,Men Casual,Influencer,control,908,20,3
O001976,2026-04-14,S0035716,C03529,Hyderabad,Women Ethnic,Influencer,free_shipping_nudge,1880,5,5
O001977,2026-04-14,S0035726,C02270,Bengaluru,Beauty,Influencer,free_shipping_nudge,864,0,1
O001978,2026-04-14,S0035748,C04938,Bengaluru,Kids,Organic,free_shipping_nudge,1561,20,5
O001979,2026-04-14,S0035750,C04752,Mumbai,Kids,Paid Search,control,1330,30,2
O001980,2026-04-14,S0035776,C04168,Lucknow,Footwear,Influencer,free_shipping_nudge,2342,15,1
O001981,2026-04-14,S0035802,C02192,Bengaluru,Footwear,Push,control,2615,30,3
O001982,2026-04-14,S0035820,C00332,Delhi NCR,Women Ethnic,Paid Search,free_shipping_nudge,1643,20,2
O001983,2026-04-14,S0035823,C03448,Bengaluru,Men Casual,Organic,free_shipping_nudge,1632,15,4
O001984,2026-04-14,S0035830,C04725,Bengaluru,Kids,Organic,control,909,30,4
O001985,2026-04-14,S0035833,C03108,Delhi NCR,Women Ethnic,Organic,control,1451,30,5
O001986,2026-04-14,S0035872,C04624,Mumbai,Women Ethnic,Organic,free_shipping_nudge,2003,10,6
O001987,2026-04-14,S0035918,C01672,Mumbai,Footwear,Influencer,free_shipping_nudge,1417,5,3
O001988,2026-04-15,S0035937,C04705,Pune,Women Ethnic,Organic,control,1146,20,2
O001989,2026-04-15,S0035940,C02887,Delhi NCR,Women Ethnic,Push,free_shipping_nudge,2283,5,3
O001990,2026-04-15,S0035946,C00242,Mumbai,Women Ethnic,Paid Search,control,1446,5,6
O001991,2026-04-15,S0035958,C04806,Pune,Footwear,Organic,free_shipping_nudge,2280,30,4
O001992,2026-04-15,S0035961,C03519,Jaipur,Women Ethnic,Organic,control,2087,0,2
O001993,2026-04-15,S0036004,C02122,Delhi NCR,Beauty,Affiliate,control,915,30,4
O001994,2026-04-15,S0036015,C03284,Mumbai,Beauty,Affiliate,free_shipping_nudge,1486,25,6
O001995,2026-04-15,S0036024,C01671,Hyderabad,Kids,Paid Search,control,910,0,1
O001996,2026-04-15,S0036038,C03445,Hyderabad,Footwear,Organic,free_shipping_nudge,2928,25,1
