customer_id,acquired_date,city,segment
C01325,2026-06-27,Jaipur,New
C01326,2026-03-29,Indore,Occasional
C01327,2026-02-04,Bengaluru,Occasional
C01328,2026-05-12,Delhi NCR,Occasional
C01329,2026-03-22,Pune,Loyal
C01330,2026-06-11,Delhi NCR,New
C01331,2026-03-16,Pune,Loyal
C01332,2026-02-03,Indore,Occasional
C01333,2026-02-15,Mumbai,Occasional
C01334,2026-03-24,Pune,Occasional
C01335,2026-05-24,Mumbai,Occasional
C01336,2026-06-20,Pune,Occasional
C01337,2026-05-17,Delhi NCR,Loyal
C01338,2026-01-04,Mumbai,New
C01339,2026-02-07,Bengaluru,New
C01340,2026-03-10,Pune,New
C01341,2026-03-15,Pune,New
C01342,2026-01-16,Pune,New
C01343,2026-05-19,Bengaluru,Loyal
C01344,2026-01-27,Hyderabad,Occasional
C01345,2026-05-24,Lucknow,Occasional
C01346,2026-05-24,Mumbai,Occasional
C01347,2026-06-28,Delhi NCR,Occasional
C01348,2026-04-08,Mumbai,High Value
C01349,2026-06-25,Delhi NCR,Occasional
C01350,2026-01-04,Pune,New
C01351,2026-04-24,Jaipur,Loyal
C01352,2026-06-15,Delhi NCR,Occasional
C01353,2026-06-04,Delhi NCR,Occasional
C01354,2026-02-19,Delhi NCR,New
C01355,2026-06-24,Bengaluru,High Value
C01356,2026-05-12,Bengaluru,New
C01357,2026-03-13,Hyderabad,New
C01358,2026-05-30,Lucknow,New
C01359,2026-04-30,Pune,New
C01360,2026-02-09,Indore,Occasional
C01361,2026-06-10,Hyderabad,Occasional
C01362,2026-05-06,Jaipur,Occasional
C01363,2026-01-19,Jaipur,New
C01364,2026-02-26,Indore,Occasional
C01365,2026-05-10,Bengaluru,Occasional
C01366,2026-04-14,Bengaluru,New
C01367,2026-02-24,Pune,New
C01368,2026-03-17,Delhi NCR,Occasional
C01369,2026-05-16,Mumbai,Occasional
C01370,2026-06-16,Bengaluru,Occasional
C01371,2026-04-25,Delhi NCR,Occasional
C01372,2026-06-09,Delhi NCR,New
C01373,2026-03-24,Mumbai,Loyal
C01374,2026-01-30,Mumbai,Occasional
C01375,2026-03-14,Bengaluru,Occasional
C01376,2026-04-06,Mumbai,Occasional
C01377,2026-05-05,Bengaluru,Loyal
C01378,2026-02-19,Delhi NCR,New
C01379,2026-01-25,Bengaluru,High Value
C01380,2026-05-18,Hyderabad,Occasional
C01381,2026-02-23,Pune,Loyal
C01382,2026-06-25,Mumbai,New
C01383,2026-05-18,Jaipur,Loyal
C01384,2026-04-22,Hyderabad,Loyal
C01385,2026-06-25,Bengaluru,Occasional
C01386,2026-03-26,Bengaluru,New
C01387,2026-02-15,Jaipur,Occasional
C01388,2026-05-28,Jaipur,Loyal
C01389,2026-04-15,Mumbai,Occasional
C01390,2026-04-21,Delhi NCR,New
C01391,2026-01-31,Hyderabad,Occasional
C01392,2026-06-08,Bengaluru,Occasional
C01393,2026-01-12,Pune,New
C01394,2026-05-09,Bengaluru,Loyal
C01395,2026-03-19,Hyderabad,New
C01396,2026-04-23,Mumbai,Loyal
C01397,2026-01-08,Mumbai,Occasional
C01398,2026-02-04,Pune,Loyal
C01399,2026-05-20,Delhi NCR,Occasional
C01400,2026-03-18,Pune,Loyal
C01401,2026-06-15,Mumbai,Loyal
C01402,2026-05-22,Lucknow,New
C01403,2026-01-11,Bengaluru,Occasional
C01404,2026-05-18,Hyderabad,New
C01405,2026-02-23,Pune,Loyal
C01406,2026-03-30,Delhi NCR,Loyal
C01407,2026-05-12,Bengaluru,New
C01408,2026-06-07,Jaipur,New
C01409,2026-02-16,Pune,Occasional
C01410,2026-01-14,Lucknow,Loyal
C01411,2026-05-21,Mumbai,Occasional
C01412,2026-03-16,Pune,New
C01413,2026-02-20,Pune,Occasional
C01414,2026-03-26,Delhi NCR,Occasional
C01415,2026-03-02,Bengaluru,Occasional
C01416,2026-02-19,Delhi NCR,Occasional
C01417,2026-06-07,Hyderabad,Occasional
C01418,2026-02-09,Hyderabad,New
C01419,2026-03-22,Indore,New
C01420,2026-03-22,Delhi NCR,New
C01421,2026-06-14,Mumbai,Loyal
C01422,2026-02-04,Pune,New
C01423,2026-05-03,Mumbai,New
C01424,2026-03-20,Mumbai,New
C01425,2026-06-15,Hyderabad,Loyal
C01426,2026-02-05,Lucknow,New
C01427,2026-06-10,Bengaluru,New
C01428,2026-01-05,Lucknow,Occasional
C01429,2026-05-29,Hyderabad,Occasional
C01430,2026-02-24,Lucknow,Occasional
C01431,2026-05-20,Lucknow,Occasional
C01432,2026-06-17,Jaipur,New
C01433,2026-02-27,Lucknow,Occasional
C01434,2026-03-16,Bengaluru,Occasional
C01435,2026-01-24,Mumbai,Occasional
C01436,2026-06-19,Delhi NCR,High Value
C01437,2026-06-07,Pune,Occasional
C01438,2026-02-05,Mumbai,New
C01439,2026-05-25,Hyderabad,High Value
C01440,2026-05-04,Indore,New
C01441,2026-05-05,Delhi NCR,New
C01442,2026-03-01,Bengaluru,New
C01443,2026-04-03,Mumbai,Loyal
C01444,2026-01-12,Bengaluru,Occasional
C01445,2026-01-27,Pune,Occasional
C01446,2026-03-12,Jaipur,New
C01447,2026-05-20,Hyderabad,New
C01448,2026-04-07,Delhi NCR,Occasional
C01449,2026-01-20,Mumbai,New
C01450,2026-02-27,Mumbai,New
C01451,2026-03-30,Mumbai,Occasional
C01452,2026-06-04,Bengaluru,Loyal
C01453,2026-04-23,Bengaluru,New
C01454,2026-06-14,Delhi NCR,New
C01455,2026-02-10,Delhi NCR,Occasional
C01456,2026-01-31,Pune,New
C01457,2026-03-26,Pune,Occasional
C01458,2026-05-03,Mumbai,Occasional
C01459,2026-06-15,Jaipur,New
C01460,2026-01-12,Bengaluru,Occasional
C01461,2026-02-04,Hyderabad,New
C01462,2026-05-27,Bengaluru,New
C01463,2026-02-16,Mumbai,New
C01464,2026-05-25,Hyderabad,Loyal
C01465,2026-06-19,Jaipur,Loyal
C01466,2026-02-25,Mumbai,High Value
C01467,2026-05-04,Bengaluru,Loyal
C01468,2026-06-03,Bengaluru,Occasional
C01469,2026-02-16,Hyderabad,Occasional
C01470,2026-02-12,Pune,New
C01471,2026-04-27,Hyderabad,New
C01472,2026-04-07,Mumbai,New
C01473,2026-02-21,Mumbai,Loyal
C01474,2026-06-25,Mumbai,New
C01475,2026-01-25,Bengaluru,Loyal
C01476,2026-06-03,Bengaluru,Loyal
C01477,2026-05-09,Pune,New
C01478,2026-06-18,Bengaluru,Occasional
C01479,2026-01-01,Lucknow,Loyal
C01480,2026-06-16,Mumbai,Occasional
C01481,2026-01-12,Pune,Occasional
C01482,2026-05-04,Jaipur,New
C01483,2026-05-31,Jaipur,Loyal
C01484,2026-06-28,Hyderabad,Occasional
C01485,2026-03-07,Mumbai,New
C01486,2026-01-22,Delhi NCR,Loyal
C01487,2026-04-15,Delhi NCR,New
C01488,2026-01-02,Hyderabad,New
C01489,2026-01-02,Mumbai,New
C01490,2026-03-22,Mumbai,New
C01491,2026-04-20,Hyderabad,New
C01492,2026-05-18,Mumbai,New
C01493,2026-03-12,Indore,New
C01494,2026-02-22,Mumbai,Loyal
C01495,2026-05-04,Bengaluru,Occasional
C01496,2026-05-04,Delhi NCR,New
C01497,2026-03-30,Jaipur,New
C01498,2026-02-05,Lucknow,Occasional
C01499,2026-02-28,Mumbai,Occasional
C01500,2026-02-11,Bengaluru,Occasional
C01501,2026-03-28,Jaipur,Occasional
C01502,2026-06-25,Pune,New
C01503,2026-06-12,Bengaluru,New
C01504,2026-02-07,Mumbai,Occasional
C01505,2026-01-23,Bengaluru,New
C01506,2026-01-21,Hyderabad,Occasional
C01507,2026-04-13,Hyderabad,Occasional
C01508,2026-06-02,Bengaluru,Loyal
C01509,2026-02-14,Hyderabad,Occasional
C01510,2026-02-21,Lucknow,Loyal
C01511,2026-05-13,Delhi NCR,New
C01512,2026-06-03,Mumbai,Occasional
C01513,2026-06-07,Bengaluru,New
C01514,2026-03-03,Hyderabad,High Value
C01515,2026-01-23,Indore,Loyal
C01516,2026-04-01,Pune,New
C01517,2026-02-21,Mumbai,Occasional
C01518,2026-01-18,Lucknow,Occasional
C01519,2026-05-24,Lucknow,New
C01520,2026-03-12,Delhi NCR,High Value
C01521,2026-04-27,Indore,Occasional
C01522,2026-03-08,Bengaluru,Occasional
C01523,2026-05-24,Bengaluru,New
C01524,2026-01-30,Jaipur,High Value
C01525,2026-05-18,Jaipur,Occasional
C01526,2026-06-27,Mumbai,New
C01527,2026-05-04,Jaipur,Occasional
C01528,2026-04-28,Pune,Loyal
C01529,2026-01-08,Mumbai,New
C01530,2026-04-08,Hyderabad,High Value
C01531,2026-06-23,Pune,Loyal
C01532,2026-04-16,Indore,Occasional
C01533,2026-01-03,Pune,New
C01534,2026-03-15,Bengaluru,Occasional
C01535,2026-03-29,Bengaluru,Loyal
C01536,2026-05-02,Delhi NCR,New
C01537,2026-05-27,Delhi NCR,Loyal
C01538,2026-06-24,Indore,New
C01539,2026-02-21,Delhi NCR,New
C01540,2026-03-09,Delhi NCR,New
C01541,2026-03-05,Jaipur,New
C01542,2026-01-28,Bengaluru,New
C01543,2026-06-19,Mumbai,New
C01544,2026-05-19,Indore,Loyal
C01545,2026-04-06,Hyderabad,Occasional
C01546,2026-05-28,Lucknow,Occasional
C01547,2026-05-11,Delhi NCR,New
C01548,2026-05-28,Bengaluru,Occasional
C01549,2026-04-19,Mumbai,Occasional
C01550,2026-05-09,Delhi NCR,Loyal
C01551,2026-02-14,Mumbai,New
C01552,2026-05-13,Mumbai,Occasional
C01553,2026-01-04,Pune,New
C01554,2026-01-26,Delhi NCR,Occasional
C01555,2026-03-08,Bengaluru,New
C01556,2026-03-10,Mumbai,Occasional
C01557,2026-04-04,Bengaluru,Occasional
C01558,2026-04-18,Pune,New
C01559,2026-04-13,Delhi NCR,New
C01560,2026-02-03,Indore,Occasional
C01561,2026-01-26,Pune,Loyal
C01562,2026-05-23,Mumbai,New
C01563,2026-02-07,Jaipur,Occasional
C01564,2026-05-02,Jaipur,New
C01565,2026-05-08,Bengaluru,Loyal
C01566,2026-06-11,Mumbai,Occasional
C01567,2026-05-05,Delhi NCR,Occasional
C01568,2026-05-26,Bengaluru,New
C01569,2026-02-11,Bengaluru,Loyal
C01570,2026-05-02,Jaipur,New
C01571,2026-03-27,Delhi NCR,New
C01572,2026-05-23,Indore,New
C01573,2026-01-06,Mumbai,New
C01574,2026-06-23,Indore,New
C01575,2026-05-28,Hyderabad,Occasional
C01576,2026-03-14,Delhi NCR,Occasional
C01577,2026-05-05,Jaipur,Occasional
C01578,2026-01-21,Mumbai,New
C01579,2026-06-11,Indore,Loyal
C01580,2026-06-13,Jaipur,New
C01581,2026-06-11,Hyderabad,New
C01582,2026-01-19,Bengaluru,New
C01583,2026-03-22,Delhi NCR,New
C01584,2026-03-10,Hyderabad,New
C01585,2026-04-24,Jaipur,Loyal
C01586,2026-05-31,Mumbai,Occasional
C01587,2026-02-12,Bengaluru,New
C01588,2026-03-02,Pune,Loyal
C01589,2026-06-29,Pune,New
C01590,2026-04-12,Bengaluru,New
C01591,2026-05-02,Hyderabad,New
C01592,2026-04-12,Mumbai,High Value
C01593,2026-01-27,Delhi NCR,New
C01594,2026-06-17,Indore,New
C01595,2026-02-28,Delhi NCR,New
C01596,2026-06-10,Bengaluru,Occasional
C01597,2026-02-13,Bengaluru,Occasional
C01598,2026-03-25,Lucknow,Occasional
C01599,2026-05-19,Indore,Occasional
C01600,2026-02-04,Indore,Occasional
C01601,2026-02-15,Hyderabad,Occasional
C01602,2026-06-12,Lucknow,Occasional
C01603,2026-06-13,Hyderabad,New
C01604,2026-03-30,Mumbai,New
C01605,2026-01-23,Mumbai,New
C01606,2026-03-08,Bengaluru,New
C01607,2026-05-14,Jaipur,Loyal
C01608,2026-03-30,Delhi NCR,Occasional
C01609,2026-06-26,Indore,Loyal
C01610,2026-05-03,Delhi NCR,Occasional
C01611,2026-03-16,Hyderabad,Loyal
C01612,2026-05-21,Mumbai,New
C01613,2026-05-24,Mumbai,New
C01614,2026-06-15,Mumbai,New
C01615,2026-03-09,Bengaluru,Occasional
C01616,2026-05-13,Jaipur,Loyal
C01617,2026-06-27,Pune,New
C01618,2026-05-17,Jaipur,New
C01619,2026-01-18,Bengaluru,New
C01620,2026-06-13,Mumbai,Occasional
C01621,2026-06-29,Hyderabad,New
C01622,2026-01-05,Bengaluru,High Value
C01623,2026-01-06,Bengaluru,New
C01624,2026-03-10,Bengaluru,Occasional
C01625,2026-01-03,Delhi NCR,New
C01626,2026-05-07,Delhi NCR,Occasional
C01627,2026-05-08,Indore,Occasional
C01628,2026-01-09,Delhi NCR,Loyal
C01629,2026-02-07,Bengaluru,Loyal
C01630,2026-01-19,Hyderabad,New
C01631,2026-03-06,Jaipur,Loyal
C01632,2026-02-01,Indore,Occasional
C01633,2026-04-09,Jaipur,Occasional
C01634,2026-01-09,Delhi NCR,Occasional
C01635,2026-01-25,Mumbai,High Value
C01636,2026-05-02,Mumbai,High Value
C01637,2026-03-24,Bengaluru,Occasional
C01638,2026-05-21,Mumbai,New
C01639,2026-06-13,Delhi NCR,New
C01640,2026-01-14,Lucknow,New
C01641,2026-01-29,Delhi NCR,Occasional
C01642,2026-01-04,Bengaluru,New
C01643,2026-01-31,Mumbai,New
C01644,2026-01-11,Hyderabad,Occasional
C01645,2026-06-26,Hyderabad,New
C01646,2026-01-23,Delhi NCR,Occasional
C01647,2026-06-25,Hyderabad,Loyal
C01648,2026-06-10,Bengaluru,New
C01649,2026-02-09,Pune,Loyal
C01650,2026-02-02,Mumbai,New
C01651,2026-05-23,Jaipur,Occasional
C01652,2026-04-23,Pune,New
C01653,2026-04-07,Delhi NCR,New
C01654,2026-01-11,Mumbai,Occasional
C01655,2026-03-17,Hyderabad,Occasional
C01656,2026-05-26,Bengaluru,New
C01657,2026-04-30,Delhi NCR,Loyal
C01658,2026-05-22,Bengaluru,Occasional
C01659,2026-04-26,Delhi NCR,New
C01660,2026-04-04,Mumbai,Loyal
C01661,2026-05-10,Mumbai,New
C01662,2026-01-05,Hyderabad,New
C01663,2026-06-08,Delhi NCR,Occasional
C01664,2026-06-18,Indore,Loyal
C01665,2026-02-18,Mumbai,Occasional
C01666,2026-05-22,Bengaluru,New
C01667,2026-04-15,Hyderabad,New
C01668,2026-05-14,Hyderabad,New
C01669,2026-02-03,Bengaluru,New
C01670,2026-01-28,Mumbai,New
C01671,2026-05-27,Hyderabad,New
C01672,2026-05-06,Mumbai,Occasional
C01673,2026-03-07,Bengaluru,New
C01674,2026-01-19,Bengaluru,Loyal
C01675,2026-06-17,Mumbai,Loyal
C01676,2026-01-21,Mumbai,Occasional
C01677,2026-04-03,Hyderabad,Loyal
C01678,2026-04-17,Jaipur,Loyal
C01679,2026-01-15,Jaipur,New
C01680,2026-01-11,Pune,Loyal
C01681,2026-01-20,Indore,High Value
C01682,2026-01-25,Bengaluru,New
C01683,2026-04-09,Bengaluru,Occasional
C01684,2026-03-05,Hyderabad,Loyal
C01685,2026-05-23,Pune,New
C01686,2026-01-28,Jaipur,Occasional
C01687,2026-06-22,Mumbai,Occasional
C01688,2026-01-27,Bengaluru,New
C01689,2026-04-13,Mumbai,Occasional
C01690,2026-05-17,Indore,Occasional
C01691,2026-04-01,Lucknow,Occasional
C01692,2026-03-25,Lucknow,New
C01693,2026-06-12,Mumbai,Occasional
C01694,2026-06-05,Delhi NCR,Occasional
C01695,2026-04-07,Jaipur,Loyal
C01696,2026-03-07,Delhi NCR,Occasional
C01697,2026-04-12,Bengaluru,New
C01698,2026-03-14,Hyderabad,Occasional
C01699,2026-03-19,Bengaluru,High Value
C01700,2026-02-24,Lucknow,New
C01701,2026-06-26,Jaipur,Loyal
C01702,2026-05-11,Hyderabad,Loyal
C01703,2026-02-09,Bengaluru,Occasional
C01704,2026-02-09,Bengaluru,New
C01705,2026-05-30,Delhi NCR,New
C01706,2026-03-18,Bengaluru,New
C01707,2026-02-25,Pune,Occasional
C01708,2026-05-04,Bengaluru,Loyal
C01709,2026-06-26,Pune,Loyal
C01710,2026-01-25,Hyderabad,New
C01711,2026-05-28,Mumbai,Loyal
C01712,2026-03-27,Delhi NCR,Loyal
C01713,2026-04-17,Indore,New
C01714,2026-02-28,Pune,Loyal
C01715,2026-01-03,Hyderabad,Occasional
C01716,2026-01-14,Delhi NCR,New
C01717,2026-05-19,Hyderabad,New
C01718,2026-06-28,Delhi NCR,New
C01719,2026-04-11,Indore,Occasional
C01720,2026-05-28,Mumbai,New
C01721,2026-03-16,Jaipur,New
C01722,2026-03-28,Bengaluru,Occasional
C01723,2026-01-13,Hyderabad,New
C01724,2026-04-13,Mumbai,Loyal
C01725,2026-02-03,Jaipur,Occasional
C01726,2026-02-20,Mumbai,Occasional
C01727,2026-02-20,Hyderabad,High Value
C01728,2026-05-15,Delhi NCR,New
C01729,2026-04-21,Delhi NCR,Loyal
C01730,2026-01-23,Bengaluru,New
C01731,2026-04-04,Delhi NCR,New
C01732,2026-06-02,Hyderabad,Occasional
C01733,2026-02-13,Indore,Occasional
C01734,2026-04-24,Hyderabad,Occasional
C01735,2026-03-01,Delhi NCR,New
C01736,2026-01-22,Bengaluru,New
C01737,2026-06-08,Indore,Loyal
C01738,2026-03-15,Bengaluru,Occasional
C01739,2026-01-29,Delhi NCR,Occasional
C01740,2026-03-26,Delhi NCR,Occasional
C01741,2026-02-22,Hyderabad,Occasional
C01742,2026-05-21,Mumbai,Occasional
C01743,2026-02-06,Pune,Occasional
C01744,2026-04-07,Hyderabad,Occasional
C01745,2026-01-12,Delhi NCR,New
C01746,2026-02-21,Jaipur,Occasional
C01747,2026-01-14,Mumbai,Loyal
C01748,2026-01-18,Mumbai,New
C01749,2026-06-18,Delhi NCR,New
C01750,2026-03-16,Lucknow,Occasional
C01751,2026-03-01,Indore,Occasional
C01752,2026-01-26,Lucknow,Occasional
C01753,2026-06-02,Hyderabad,New
C01754,2026-05-09,Indore,Occasional
C01755,2026-01-06,Bengaluru,Loyal
C01756,2026-03-20,Delhi NCR,New
C01757,2026-02-10,Bengaluru,Occasional
C01758,2026-04-01,Hyderabad,New
C01759,2026-05-09,Delhi NCR,New
C01760,2026-03-07,Lucknow,Loyal
C01761,2026-01-08,Indore,Loyal
C01762,2026-02-27,Bengaluru,Loyal
C01763,2026-06-18,Bengaluru,Occasional
C01764,2026-05-14,Indore,Occasional
C01765,2026-06-10,Pune,New
C01766,2026-05-27,Bengaluru,High Value
C01767,2026-06-04,Delhi NCR,Occasional
C01768,2026-02-22,Hyderabad,Occasional
C01769,2026-06-25,Jaipur,Loyal
C01770,2026-03-21,Pune,Loyal
C01771,2026-02-04,Mumbai,Loyal
C01772,2026-02-07,Hyderabad,Occasional
C01773,2026-02-10,Delhi NCR,Occasional
C01774,2026-01-31,Bengaluru,Loyal
C01775,2026-02-07,Pune,Occasional
C01776,2026-04-16,Indore,New
C01777,2026-06-13,Indore,New
C01778,2026-02-18,Bengaluru,New
C01779,2026-06-06,Hyderabad,Occasional
C01780,2026-06-06,Delhi NCR,New
C01781,2026-06-25,Bengaluru,New
C01782,2026-05-03,Bengaluru,Loyal
C01783,2026-05-01,Pune,New
C01784,2026-04-10,Mumbai,New
C01785,2026-02-19,Delhi NCR,New
C01786,2026-01-04,Indore,High Value
C01787,2026-02-26,Pune,High Value
C01788,2026-02-22,Bengaluru,Loyal
C01789,2026-04-23,Lucknow,Occasional
C01790,2026-03-25,Lucknow,Loyal
C01791,2026-04-20,Mumbai,New
C01792,2026-04-08,Pune,New
C01793,2026-05-27,Hyderabad,Occasional
C01794,2026-01-10,Mumbai,Occasional
C01795,2026-01-11,Lucknow,New
C01796,2026-05-18,Mumbai,Occasional
C01797,2026-05-23,Mumbai,Occasional
C01798,2026-01-13,Bengaluru,Occasional
C01799,2026-03-19,Jaipur,New
C01800,2026-02-12,Mumbai,Occasional
C01801,2026-01-14,Pune,Loyal
C01802,2026-04-29,Jaipur,Occasional
C01803,2026-05-09,Bengaluru,Loyal
C01804,2026-06-28,Hyderabad,New
C01805,2026-03-24,Mumbai,New
C01806,2026-06-01,Lucknow,Loyal
C01807,2026-04-27,Bengaluru,New
C01808,2026-06-16,Lucknow,Loyal
C01809,2026-02-01,Bengaluru,Occasional
C01810,2026-06-12,Delhi NCR,Occasional
C01811,2026-04-09,Pune,High Value
C01812,2026-06-06,Indore,New
C01813,2026-04-08,Bengaluru,New
C01814,2026-03-27,Hyderabad,Occasional
C01815,2026-02-08,Bengaluru,New
C01816,2026-01-14,Mumbai,New
C01817,2026-04-25,Delhi NCR,New
C01818,2026-02-03,Indore,New
C01819,2026-03-06,Bengaluru,Occasional
C01820,2026-05-08,Hyderabad,New
C01821,2026-05-07,Delhi NCR,Occasional
C01822,2026-05-02,Mumbai,Occasional
C01823,2026-06-03,Hyderabad,New
C01824,2026-05-21,Delhi NCR,Occasional
C01825,2026-02-23,Bengaluru,New
C01826,2026-06-17,Delhi NCR,New
C01827,2026-01-09,Pune,Loyal
C01828,2026-03-18,Delhi NCR,New
C01829,2026-01-28,Mumbai,New
C01830,2026-06-22,Delhi NCR,Occasional
C01831,2026-06-29,Hyderabad,Loyal
C01832,2026-02-15,Indore,Occasional
C01833,2026-04-03,Indore,New
C01834,2026-03-18,Delhi NCR,Loyal
C01835,2026-01-18,Pune,Loyal
C01836,2026-01-17,Delhi NCR,New
C01837,2026-06-27,Lucknow,New
C01838,2026-04-16,Mumbai,Occasional
C01839,2026-06-06,Bengaluru,Occasional
C01840,2026-06-11,Mumbai,New
C01841,2026-06-26,Hyderabad,Loyal
C01842,2026-03-15,Mumbai,Loyal
C01843,2026-03-08,Mumbai,High Value
C01844,2026-04-01,Indore,Occasional
C01845,2026-05-08,Mumbai,Occasional
C01846,2026-05-07,Jaipur,Loyal
C01847,2026-03-01,Pune,High Value
C01848,2026-01-01,Bengaluru,Occasional
C01849,2026-01-31,Pune,New
C01850,2026-06-07,Indore,New
C01851,2026-03-27,Delhi NCR,Loyal
C01852,2026-02-24,Bengaluru,New
C01853,2026-03-14,Delhi NCR,New
C01854,2026-03-18,Mumbai,New
C01855,2026-01-02,Bengaluru,New
C01856,2026-04-12,Pune,Occasional
C01857,2026-01-08,Jaipur,New
C01858,2026-03-28,Indore,Occasional
C01859,2026-05-02,Jaipur,Occasional
C01860,2026-05-04,Bengaluru,Occasional
C01861,2026-05-18,Lucknow,Occasional
C01862,2026-04-16,Indore,New
C01863,2026-05-14,Delhi NCR,Occasional
C01864,2026-03-22,Hyderabad,New
C01865,2026-05-28,Pune,Loyal
C01866,2026-04-01,Bengaluru,New
C01867,2026-01-08,Delhi NCR,New
C01868,2026-05-17,Lucknow,Occasional
C01869,2026-04-10,Bengaluru,New
C01870,2026-03-20,Pune,New
C01871,2026-01-09,Delhi NCR,New
C01872,2026-03-02,Mumbai,Loyal
C01873,2026-03-19,Delhi NCR,New
C01874,2026-01-29,Mumbai,New
C01875,2026-02-21,Lucknow,Occasional
C01876,2026-01-07,Jaipur,Loyal
C01877,2026-02-09,Delhi NCR,Loyal
C01878,2026-05-15,Delhi NCR,New
C01879,2026-01-26,Jaipur,Loyal
C01880,2026-06-23,Indore,New
C01881,2026-01-10,Mumbai,Occasional
C01882,2026-05-14,Bengaluru,New
C01883,2026-01-12,Pune,Occasional
C01884,2026-01-23,Delhi NCR,Loyal
C01885,2026-01-27,Mumbai,Occasional
C01886,2026-03-21,Bengaluru,Occasional
C01887,2026-06-13,Lucknow,New
C01888,2026-02-19,Delhi NCR,Occasional
C01889,2026-04-23,Pune,New
C01890,2026-02-10,Delhi NCR,New
C01891,2026-06-09,Hyderabad,New
C01892,2026-05-19,Delhi NCR,New
C01893,2026-02-06,Indore,Loyal
C01894,2026-05-27,Delhi NCR,New
C01895,2026-06-06,Lucknow,Occasional
C01896,2026-01-13,Bengaluru,Occasional
C01897,2026-06-22,Bengaluru,New
C01898,2026-01-23,Mumbai,New
C01899,2026-06-02,Lucknow,Occasional
C01900,2026-06-26,Pune,Occasional
C01901,2026-03-21,Delhi NCR,New
C01902,2026-06-21,Jaipur,New
C01903,2026-04-30,Hyderabad,New
C01904,2026-06-28,Mumbai,Occasional
C01905,2026-06-25,Hyderabad,Occasional
C01906,2026-05-01,Delhi NCR,New
C01907,2026-06-07,Delhi NCR,New
C01908,2026-02-16,Pune,Occasional
C01909,2026-03-25,Mumbai,New
C01910,2026-05-02,Bengaluru,Occasional
C01911,2026-02-13,Delhi NCR,New
C01912,2026-05-28,Bengaluru,New
C01913,2026-01-28,Delhi NCR,Occasional
C01914,2026-03-19,Hyderabad,New
C01915,2026-04-16,Delhi NCR,New
C01916,2026-02-10,Indore,New
C01917,2026-03-29,Delhi NCR,Occasional
C01918,2026-04-21,Jaipur,Occasional
C01919,2026-03-29,Hyderabad,New
C01920,2026-06-19,Pune,Occasional
C01921,2026-05-27,Jaipur,New
C01922,2026-06-02,Mumbai,Occasional
C01923,2026-04-24,Bengaluru,High Value
C01924,2026-01-18,Hyderabad,Occasional
C01925,2026-06-02,Jaipur,New
C01926,2026-05-07,Hyderabad,New
C01927,2026-02-25,Jaipur,Loyal
C01928,2026-06-12,Jaipur,Occasional
C01929,2026-06-19,Bengaluru,Occasional
C01930,2026-04-10,Hyderabad,Occasional
C01931,2026-02-22,Pune,New
C01932,2026-05-26,Jaipur,Occasional
C01933,2026-04-22,Pune,Loyal
C01934,2026-01-23,Hyderabad,Occasional
C01935,2026-05-11,Mumbai,New
C01936,2026-03-17,Bengaluru,Loyal
C01937,2026-01-14,Bengaluru,Occasional
C01938,2026-04-02,Bengaluru,New
C01939,2026-01-08,Delhi NCR,Occasional
C01940,2026-04-11,Hyderabad,Occasional
C01941,2026-04-14,Mumbai,Occasional
C01942,2026-06-19,Bengaluru,New
C01943,2026-05-23,Mumbai,Loyal
C01944,2026-04-17,Bengaluru,High Value
C01945,2026-06-21,Bengaluru,New
C01946,2026-06-15,Bengaluru,Occasional
C01947,2026-05-05,Hyderabad,High Value
C01948,2026-02-04,Bengaluru,Occasional
C01949,2026-04-17,Lucknow,Loyal
C01950,2026-06-28,Hyderabad,Occasional
C01951,2026-02-16,Mumbai,Occasional
C01952,2026-04-26,Mumbai,New
C01953,2026-04-19,Hyderabad,Occasional
C01954,2026-03-02,Pune,New
C01955,2026-05-20,Hyderabad,New
C01956,2026-01-10,Hyderabad,Occasional
C01957,2026-01-29,Hyderabad,High Value
C01958,2026-01-21,Bengaluru,Occasional
C01959,2026-03-13,Mumbai,New
C01960,2026-06-06,Bengaluru,Occasional
C01961,2026-06-19,Indore,New
C01962,2026-06-12,Hyderabad,Occasional
C01963,2026-06-06,Bengaluru,New
C01964,2026-01-03,Mumbai,Occasional
C01965,2026-05-01,Hyderabad,New
C01966,2026-04-01,Indore,Loyal
C01967,2026-03-16,Bengaluru,Occasional
C01968,2026-06-02,Pune,Occasional
C01969,2026-05-25,Delhi NCR,Occasional
C01970,2026-05-29,Bengaluru,New
C01971,2026-03-16,Jaipur,Occasional
C01972,2026-03-15,Mumbai,New
C01973,2026-01-20,Lucknow,New
C01974,2026-02-03,Hyderabad,New
C01975,2026-03-07,Bengaluru,New
C01976,2026-02-14,Lucknow,Occasional
C01977,2026-06-18,Mumbai,Loyal
C01978,2026-03-08,Jaipur,New
C01979,2026-02-16,Jaipur,Loyal
C01980,2026-03-29,Indore,High Value
C01981,2026-06-02,Indore,New
C01982,2026-05-07,Pune,New
C01983,2026-04-09,Delhi NCR,Occasional
C01984,2026-06-13,Bengaluru,Occasional
C01985,2026-03-30,Bengaluru,New
C01986,2026-01-30,Bengaluru,Occasional
C01987,2026-05-02,Delhi NCR,Occasional
C01988,2026-05-17,Delhi NCR,Occasional
C01989,2026-04-10,Mumbai,New
